lemma,reading,first_char,last_char
コーポラス,コーポラス,コ,ス
コーポレーション,コーポレーション,コ,ン
コーポレート,コーポレート,コ,ト
コーポレート・アイデンティティー,コーポレートアイデンティティー,コ,イ
コーラ,コーラ,コ,ラ
コーラス,コーラス,コ,ス
コーラン,コーラン,コ,ン
コーリング,コーリング,コ,ク
コーリングスタック,コーリングスタック,コ,ク
コール,コール,コ,ル
コールカード,コールカード,コ,ト
コールガール,コールガール,コ,ル
コールサイン,コールサイン,コ,ン
コールタール,コールタール,コ,ル
コールテン,コールテン,コ,ン
コールド,コールド,コ,ト
コールドクリーム,コールドクリーム,コ,ム
コールドゲーム,コールドゲーム,コ,ム
コールドパーマ,コールドパーマ,コ,マ
コールドミート,コールドミート,コ,ト
コール市場,コールシジョウ,コ,ウ
コーン,コーン,コ,ン
コーンスナック,コーンスナック,コ,ク
コーンチップ,コーンチップ,コ,フ
コーンビーフ,コーンビーフ,コ,フ
コア,コア,コ,ア
コアメモリ,コアメモリ,コ,リ
コアラ,コアラ,コ,ラ
コイ,コイ,コ,イ
コイのぼり,コイノボリ,コ,リ
コイル,コイル,コ,ル
コイン,コイン,コ,ン
コインロッカー,コインロッカー,コ,カ
コウ,コウ,コ,ウ
コウギョ,コウギョ,コ,ヨ
コウギョク,コウギョク,コ,ク
コウコツ,コウコツ,コ,ツ
コウコツギョ,コウコツギョ,コ,ヨ
コウショッキ,コウショッキ,コ,キ
コウシン,コウシン,コ,ン
コウシンヅカ,コウシンヅカ,コ,カ
コウシンバラ,コウシンバラ,コ,ラ
コウシンマチ,コウシンマチ,コ,チ
コウジ,コウジ,コ,シ
コウジ菌,コウジキン,コ,ン
コウソン,コウソン,コ,ン
コウソンジュ,コウソンジュ,コ,ユ
コウゾ,コウゾ,コ,ソ
コウチセイ,コウチセイ,コ,イ
コウチュウ,コウチュウ,コ,ウ
コウチョウ,コウチョウ,コ,ウ
コウナゴ,コウナゴ,コ,コ
コウノトリ,コウノトリ,コ,リ
コウバイ,コウバイ,コ,イ
コウホネ,コウホネ,コ,ネ
コウボ,コウボ,コ,ホ
コウメ,コウメ,コ,メ
コウモリ,コウモリ,コ,リ
コウヤマキ,コウヤマキ,コ,キ
コウライシバ,コウライシバ,コ,ハ
コウリャン,コウリャン,コ,ン
コオロギ,コオロギ,コ,キ
コカイン,コカイン,コ,ン
コガネ,コガネ,コ,ネ
コガネムシ,コガネムシ,コ,シ
コガモ,コガモ,コ,モ
コキール,コキール,コ,ル
コギャル,コギャル,コ,ル
コク,コク,コ,ク
コクガ,コクガ,コ,カ
コクゾウムシ,コクゾウムシ,コ,シ
コクタン,コクタン,コ,ン
コクテール,コクテール,コ,ル
コグニトロン,コグニトロン,コ,ン
コケ,コケ,コ,ケ
コケット,コケット,コ,ト
コケットリー,コケットリー,コ,リ
コケティッシュ,コケティッシュ,コ,ユ
コケモモ,コケモモ,コ,モ
ココやし,ココヤシ,コ,シ
ココア,ココア,コ,ア
ココナツ,ココナツ,コ,ツ
ココム,ココム,コ,ム
ココヤシ,ココヤシ,コ,シ
ココ椰子,ココヤシ,コ,シ
コゴミ,コゴミ,コ,ミ
コゴメ,コゴメ,コ,メ
コゴメバナ,コゴメバナ,コ,ナ
コサージ,コサージ,コ,シ
コサイン,コサイン,コ,ン
コショウ,コショウ,コ,ウ
コジュケイ,コジュケイ,コ,イ
コスチューム,コスチューム,コ,ム
コスト,コスト,コ,ト
コストダウン,コストダウン,コ,ン
コストパフォーマンス,コストパフォーマンス,コ,ス
コストプッシュ,コストプッシュ,コ,ユ
コスメチック,コスメチック,コ,ク
コスモ,コスモ,コ,モ
コスモス,コスモス,コ,ス
コスモポリタン,コスモポリタン,コ,ン
コタツ,コタツ,コ,ツ
コチ,コチ,コ,チ
コチコチ,コチコチ,コ,チ
コック,コック,コ,ク
コックス,コックス,コ,ス
コックピット,コックピット,コ,ト
コック長,コックチョウ,コ,ウ
コットン,コットン,コ,ン
コップ,コップ,コ,フ
コッヘル,コッヘル,コ,ル
コッペパン,コッペパン,コ,ン
コツ,コツ,コ,ツ
コデマリ,コデマリ,コ,リ
コト,コト,コ,ト
コトバ,コトバ,コ,ハ
コニイビイヤ,コニイビイヤ,コ,ヤ
コニャック,コニャック,コ,ク
コネ,コネ,コ,ネ
コネクト,コネクト,コ,ト
コノシロ,コノシロ,コ,ロ
コノハズク,コノハズク,コ,ク
コノハチョウ,コノハチョウ,コ,ウ
コハダ,コハダ,コ,タ
コバルト,コバルト,コ,ト
コバルトブルー,コバルトブルー,コ,ル
コバンイタダキ,コバンイタダキ,コ,キ
コバンザメ,コバンザメ,コ,メ
コヒーレント,コヒーレント,コ,ト
コピー,コピー,コ,ヒ
コピーライター,コピーライター,コ,タ
コピーライト,コピーライト,コ,ト
コピールール,コピールール,コ,ル
コブ,コブ,コ,フ
コブシ,コブシ,コ,シ
コブラ,コブラ,コ,ラ
コプラ,コプラ,コ,ラ
コペック,コペック,コ,ク
コマ,コマ,コ,マ
コマーシャル,コマーシャル,コ,ル
コマツナ,コマツナ,コ,ナ
コマドリ,コマドリ,コ,リ
コマネズミ,コマネズミ,コ,ミ
コマンド,コマンド,コ,ト
コミカル,コミカル,コ,ル
コミック,コミック,コ,ク
コミッショナー,コミッショナー,コ,ナ
コミッション,コミッション,コ,ン
コミット,コミット,コ,ト
コミットメント,コミットメント,コ,ト
コミュッタティビティ,コミュッタティビティ,コ,イ
コミュニケ,コミュニケ,コ,ケ
コミュニケーション,コミュニケーション,コ,ン
コミュニケート,コミュニケート,コ,ト
コミュニスト,コミュニスト,コ,ト
コミュニティ,コミュニティ,コ,イ
コミュニティー,コミュニティー,コ,イ
コミ出し,コミダシ,コ,シ
コム,コム,コ,ム
コムギ,コムギ,コ,キ
コムトラック,コムトラック,コ,ク
コメ,コメ,コ,メ
コメクイムシ,コメクイムシ,コ,シ
コメツキ,コメツキ,コ,キ
コメツキバッタ,コメツキバッタ,コ,タ
コメツキムシ,コメツキムシ,コ,シ
コメディ,コメディ,コ,イ
コメディー,コメディー,コ,イ
コメディアン,コメディアン,コ,ン
コメンテーター,コメンテーター,コ,タ
コメント,コメント,コ,ト
コモ,コモ,コ,モ
コラボレーション,コラボレーション,コ,ン
コラム,コラム,コ,ム
コラムニスト,コラムニスト,コ,ト
コランダム,コランダム,コ,ム
コリー,コリー,コ,リ
コルーチン,コルーチン,コ,ン
コルク,コルク,コ,ク
コルセット,コルセット,コ,ト
コルト,コルト,コ,ト
コルネット,コルネット,コ,ト
コルホーズ,コルホーズ,コ,ス
コレクション,コレクション,コ,ン
コレクタ,コレクタ,コ,タ
コレクター,コレクター,コ,タ
コレクト,コレクト,コ,ト
コレクトコール,コレクトコール,コ,ル
コレステロール,コレステロール,コ,ル
コレラ,コレラ,コ,ラ
コロイド,コロイド,コ,ト
コロシアム,コロシアム,コ,ム
コロタイプ,コロタイプ,コ,フ
コロッケ,コロッケ,コ,ケ
コロップ,コロップ,コ,フ
コロナ,コロナ,コ,ナ
コロラチュラ,コロラチュラ,コ,ラ
コロン,コロン,コ,ン
コン,コン,コ,ン
コンカレント,コンカレント,コ,ト
コンクール,コンクール,コ,ル
コンクリート,コンクリート,コ,ト
コンクリートブロック,コンクリートブロック,コ,ク
コンコース,コンコース,コ,ス
コンサート,コンサート,コ,ト
コンサートホール,コンサートホール,コ,ル
コンサートマスター,コンサートマスター,コ,タ
コンサルタント,コンサルタント,コ,ト
コンサルティング,コンサルティング,コ,ク
コンサルト,コンサルト,コ,ト
コンシューマ,コンシューマ,コ,マ
コンスタント,コンスタント,コ,ト
コンスタント,コンスタント,コ,ト
コンストラクション,コンストラクション,コ,ン
コンストレイント,コンストレイント,コ,ト
コンセット,コンセット,コ,ト
コンセプト,コンセプト,コ,ト
コンセプトカー,コンセプトカー,コ,カ
コンセンサス,コンセンサス,コ,ス
コンセント,コンセント,コ,ト
コンソーシアム,コンソーシアム,コ,ム
コンソール,コンソール,コ,ル
コンソールボックス,コンソールボックス,コ,ス
コンソメ,コンソメ,コ,メ
コンタクト,コンタクト,コ,ト
コンタクトレンズ,コンタクトレンズ,コ,ス
コンダクター,コンダクター,コ,タ
コンチェルト,コンチェルト,コ,ト
コンチネンタル,コンチネンタル,コ,ル
コンチュウ,コンチュウ,コ,ウ
コンツェルト,コンツェルト,コ,ト
コンツェルン,コンツェルン,コ,ン
コンテ,コンテ,コ,テ
コンテキスト,コンテキスト,コ,ト
コンテクスト,コンテクスト,コ,ト
コンテクストスイッチング,コンテクストスイッチング,コ,ク
コンテスト,コンテスト,コ,ト
コンテナ,コンテナ,コ,ナ
コンテナー,コンテナー,コ,ナ
コンテンション,コンテンション,コ,ン
コンテンツ,コンテンツ,コ,ツ
コンディショニング,コンディショニング,コ,ク
コンディション,コンディション,コ,ン
コンディションコード,コンディションコード,コ,ト
コンデンサ,コンデンサ,コ,サ
コンデンサー,コンデンサー,コ,サ
コンデンスミルク,コンデンスミルク,コ,ク
コント,コント,コ,ト
コントラ,コントラ,コ,ラ
コントラスト,コントラスト,コ,ト
コントラバス,コントラバス,コ,ス
コントラルト,コントラルト,コ,ト
コントローラ,コントローラ,コ,ラ
コントローラー,コントローラー,コ,ラ
コントローリ,コントローリ,コ,リ
コントロール,コントロール,コ,ル
コンドーム,コンドーム,コ,ム
コンドミニアム,コンドミニアム,コ,ム
コンドル,コンドル,コ,ル
コンニャク,コンニャク,コ,ク
コンバータ,コンバータ,コ,タ
コンバーター,コンバーター,コ,タ
コンバート,コンバート,コ,ト
コンパ,コンパ,コ,ハ
コンパイラ,コンパイラ,コ,ラ
コンパイラコンパイラ,コンパイラコンパイラ,コ,ラ
コンパイル,コンパイル,コ,ル
コンパクション,コンパクション,コ,ン
コンパクト,コンパクト,コ,ト
コンパクト,コンパクト,コ,ト
コンパクトカメラ,コンパクトカメラ,コ,ラ
コンパクトディスク,コンパクトディスク,コ,ク
コンパクトネス,コンパクトネス,コ,ス
コンパス,コンパス,コ,ス
コンパニオン,コンパニオン,コ,ン
コンビ,コンビ,コ,ヒ
コンビーフ,コンビーフ,コ,フ
コンビナート,コンビナート,コ,ト
コンビニ,コンビニ,コ,ニ
コンビニエンス,コンビニエンス,コ,ス
コンビニエンスストア,コンビニエンスストア,コ,ア
コンビネーション,コンビネーション,コ,ン
コンピュータ,コンピュータ,コ,タ
コンピューター,コンピューター,コ,タ
コンピューターウイルス,コンピューターウイルス,コ,ス
コンピューターグラフィックス,コンピューターグラフィックス,コ,ス
コンピューターソフト,コンピューターソフト,コ,ト
コンピューターボード,コンピューターボード,コ,ト
コンピューターメーカー,コンピューターメーカー,コ,カ
コンピュータアーキテクチャ,コンピュータアーキテクチャ,コ,ヤ
コンピュータグラフィックス,コンピュータグラフィックス,コ,ス
コンピュータトモグラフィ,コンピュータトモグラフィ,コ,イ
コンピュータネットワーク,コンピュータネットワーク,コ,ク
コンピュート,コンピュート,コ,ト
コンピュートモード,コンピュートモード,コ,ト
コンブ,コンブ,コ,フ
コンプリーション,コンプリーション,コ,ン
コンプレックス,コンプレックス,コ,ス
コンプレッサー,コンプレッサー,コ,サ
コンベア,コンベア,コ,ア
コンベヤー,コンベヤー,コ,ヤ
コンベンション,コンベンション,コ,ン
コンベンションホール,コンベンションホール,コ,ル
コンペ,コンペ,コ,ヘ
コンペティション,コンペティション,コ,ン
コンポート,コンポート,コ,ト
コンポーネント,コンポーネント,コ,ト
コンポジション,コンポジション,コ,ン
コンマ,コンマ,コ,マ
コンミッション,コンミッション,コ,ン
コンロ,コンロ,コ,ロ
ゴーサイン,ゴーサイン,コ,ン
ゴージャス,ゴージャス,コ,ス
ゴースト,ゴースト,コ,ト
ゴーストップ,ゴーストップ,コ,フ
ゴール,ゴール,コ,ル
ゴールイン,ゴールイン,コ,ン
ゴールキーパー,ゴールキーパー,コ,ハ
ゴールデン,ゴールデン,コ,ン
ゴールデンウィーク,ゴールデンウィーク,コ,ク
ゴールデンウイーク,ゴールデンウイーク,コ,ク
ゴールデンタイム,ゴールデンタイム,コ,ム
ゴールデンデリシャス,ゴールデンデリシャス,コ,ス
ゴールド,ゴールド,コ,ト
ゴールド,ゴールド,コ,ト
ゴールドプラン,ゴールドプラン,コ,ン
ゴイサギ,ゴイサギ,コ,キ
ゴカイ,ゴカイ,コ,イ
ゴキブリ,ゴキブリ,コ,リ
ゴギョウ,ゴギョウ,コ,ウ
ゴクラクチョウ,ゴクラクチョウ,コ,ウ
ゴシック,ゴシック,コ,ク
ゴシップ,ゴシップ,コ,フ
ゴセイ,ゴセイ,コ,イ
ゴチック,ゴチック,コ,ク
ゴッド,ゴッド,コ,ト
ゴツゴツ,ゴツゴツ,コ,ツ
ゴトウ,ゴトウ,コ,ウ
ゴブランおり,ゴブランオリ,コ,リ
ゴブラン織,ゴブランオリ,コ,リ
ゴブラン織り,ゴブランオリ,コ,リ
ゴボウ,ゴボウ,コ,ウ
ゴマ,ゴマ,コ,マ
ゴマメ,ゴマメ,コ,メ
ゴマ油,ゴマアブラ,コ,ラ
ゴミ,ゴミ,コ,ミ
ゴミ箱,ゴミバコ,コ,コ
ゴム,ゴム,コ,ム
ゴムべら,ゴムベラ,コ,ラ
ゴムノキ,ゴムノキ,コ,キ
ゴムボート,ゴムボート,コ,ト
ゴム印,ゴムイン,コ,ン
ゴメン,ゴメン,コ,ン
ゴヨウマツ,ゴヨウマツ,コ,ツ
ゴリ,ゴリ,コ,リ
ゴリラ,ゴリラ,コ,ラ
ゴリ押し,ゴリオシ,コ,シ
ゴルフ,ゴルフ,コ,フ
ゴルファー,ゴルファー,コ,ア
ゴルフコース,ゴルフコース,コ,ス
ゴルフリンク,ゴルフリンク,コ,ク
ゴロ,ゴロ,コ,ロ
ゴロあわせ,ゴロアワセ,コ,セ
ゴロゴロ,ゴロゴロ,コ,ロ
ゴワゴワ,ゴワゴワ,コ,ワ
ゴング,ゴング,コ,ク
ゴンドラ,ゴンドラ,コ,ラ
サーカス,サーカス,サ,ス
サーカムスクライブ,サーカムスクライブ,サ,フ
サーキット,サーキット,サ,ト
サークル,サークル,サ,ル
サージ,サージ,サ,シ
サーチ,サーチ,サ,チ
サーチライト,サーチライト,サ,ト
サード,サード,サ,ト
サーバ,サーバ,サ,ハ
サーバー,サーバー,サ,ハ
サービス,サービス,サ,ス
サービスステーション,サービスステーション,サ,ン
サービスデー,サービスデー,サ,テ
サーフィン,サーフィン,サ,ン
サーブ,サーブ,サ,フ
サーブル,サーブル,サ,ル
サーベイ,サーベイ,サ,イ
サーベイランス,サーベイランス,サ,ス
サーベル,サーベル,サ,ル
サーペンタイン,サーペンタイン,サ,ン
サーボ,サーボ,サ,ホ
サーモ,サーモ,サ,モ
サーモスタット,サーモスタット,サ,ト
サーモン,サーモン,サ,ン
サイ,サイ,サ,イ
サイエンス,サイエンス,サ,ス
サイエンティスト,サイエンティスト,サ,ト
サイカチ,サイカチ,サ,チ
サイキン,サイキン,サ,ン
サイクリング,サイクリング,サ,ク
サイクル,サイクル,サ,ル
サイクル,サイクル,サ,ル
サイクロトロン,サイクロトロン,サ,ン
